Crash ID,State,YYYYMM,Day of week,Time,Crash Type,Bus Involvement,Heavy Rigid Truck Involvement,Articulated Truck Involvement,Road User,Gender,Age,Speed,Driving experience,National Remoteness Areas,SA4 Name 2016,National LGA Name 2017,National Road Type,Christmas Period,Easter Period,Age Group,Time of day
20203138,Qld,202008,Wednesday,13:00:00,Single,No,No,No,Car passenger,Female,87,0,43,Inner Regional Australia,Wide Bay,Gympie (R),Sub-Arterial Road,No,No,75_or_older,Day
20203085,Qld,202008,Tuesday,19:00:00,Single,No,No,No,Car passenger,Female,17,0,1,Major Cities of Australia,Moreton Bay - South,Moreton Bay (R),Collector Road,No,No,17_to_25,Night
20201055,NSW,202008,Wednesday,14:00:00,Multiple,No,No,No,Car driver,Female,77,86,45,Inner Regional Australia,Hunter Valley exc Newcastle,Port Stephens,Sub-Arterial Road,No,No,75_or_older,Day
20201055,NSW,202008,Wednesday,14:00:00,Multiple,No,No,No,Car passenger,Male,80,0,43,Inner Regional Australia,Hunter Valley exc Newcastle,Port Stephens,Sub-Arterial Road,No,No,75_or_older,Day
20203045,Qld,202008,Wednesday,0:00:00,Single,No,No,No,Car driver,Female,48,118,14,Inner Regional Australia,Central Queensland,Gladstone (R),Sub-Arterial Road,No,No,40_to_64,Night
20204073,SA,202008,Friday,14:38:00,Multiple,No,Yes,No,Car passenger,Female,84,0,45,Inner Regional Australia,South Australia - South East,Alexandrina (DC),Arterial Road,No,No,75_or_older,Day
20205015,WA,202008,Thursday,21:55:00,Single,No,No,No,Motorcycle rider,Male,40,101,12,,,,,No,No,40_to_64,Night
20202159,Vic,202008,Friday,14:00:00,Single,No,No,No,Car passenger,Female,85,0,41,Major Cities of Australia,Melbourne - South East,Kingston (C) (Vic.),Arterial Road,No,No,75_or_older,Day
20201080,NSW,202008,Tuesday,23:25:00,Multiple,No,No,No,Car driver,Male,50,144,14,Major Cities of Australia,Richmond - Tweed,Tweed,National or State Highway,No,No,40_to_64,Night
20201011,NSW,202008,Monday,18:15:00,Multiple,No,No,No,Car driver,Male,43,82,12,Inner Regional Australia,Capital Region,Yass Valley,Arterial Road,No,No,40_to_64,Night
20206006,Tas,202008,Thursday,8:40:00,Multiple,Yes,No,No,Car passenger,Female,2,0,3,Inner Regional Australia,Hobart,Kingborough (M),Arterial Road,No,No,0_to_16,Day
20203076,Qld,202008,Tuesday,22:00:00,Single,No,No,No,Car passenger,Female,49,20,12,Remote Australia,Central Queensland,Central Highlands (R) (Qld),National or State Highway,No,No,40_to_64,Night
20204078,SA,202008,Friday,17:06:00,Single,No,No,No,Motorcycle rider,Male,24,132,6,Major Cities of Australia,Adelaide - North,Gawler (T),Local Road,No,No,17_to_25,Day
20202010,Vic,202008,Tuesday,17:53:00,Multiple,No,No,No,Car passenger,Female,23,0,7,Outer Regional Australia,North West,Mildura (RC),Local Road,No,No,17_to_25,Day
20201077,NSW,202008,Friday,6:00:00,Multiple,No,No,No,Motorcycle rider,Male,24,89,7,Major Cities of Australia,Sydney - South West,Liverpool,Local Road,No,No,17_to_25,Day
20201240,NSW,202008,Thursday,7:10:00,Multiple,No,No,No,Car driver,Female,35,125,14,Major Cities of Australia,Sydney - City and Inner South,Sydney,National or State Highway,No,No,26_to_39,Day
20201194,NSW,202008,Wednesday,15:50:00,Multiple,No,No,No,Car driver,Male,32,70,13,Outer Regional Australia,New England and North West,Inverell,Arterial Road,No,No,26_to_39,Day
20201250,NSW,202008,Friday,0:10:00,Single,No,No,No,Car driver,Female,26,132,6,Major Cities of Australia,Sydney - City and Inner South,Sydney,National or State Highway,No,No,26_to_39,Night
20201237,NSW,202008,Wednesday,11:45:00,Single,No,No,No,Motorcycle rider,Male,78,74,43,Inner Regional Australia,New England and North West,Armidale Regional,Local Road,No,No,75_or_older,Day
20205021,WA,202008,Friday,8:59:00,Multiple,No,No,No,Car driver,Female,84,30,42,,,,,No,No,75_or_older,Day
20205020,WA,202008,Thursday,15:35:00,Multiple,No,Yes,Yes,Car driver,Male,75,74,45,,,,,No,No,75_or_older,Day
20202115,Vic,202008,Sunday,18:12:00,Single,No,No,No,Pedestrian,Male,61,0,27,Major Cities of Australia,Geelong,Greater Geelong (C),Sub-Arterial Road,No,No,40_to_64,Night
20203195,Qld,202008,Saturday,3:00:00,Single,No,No,No,Pedestrian,Male,39,20,13,Inner Regional Australia,Wide Bay,Bundaberg (R),National or State Highway,No,No,26_to_39,Night
20203188,Qld,202008,Saturday,18:00:00,Single,No,No,No,Pedestrian,Male,35,0,14,Major Cities of Australia,Brisbane - East,Brisbane (C),Sub-Arterial Road,No,No,26_to_39,Night
20204067,SA,202008,Tuesday,19:23:00,Single,No,No,No,Pedestrian,Female,27,0,8,Major Cities of Australia,Adelaide - South,Marion (C),Sub-Arterial Road,No,No,26_to_39,Night
20203143,Qld,202008,Sunday,8:00:00,Single,No,No,No,Pedestrian,Female,1,0,4,Major Cities of Australia,Moreton Bay - North,Moreton Bay (R),Local Road,No,No,0_to_16,Day
20202082,Vic,202008,Saturday,12:40:00,Single,No,No,No,Pedestrian,Female,1,0,3,Major Cities of Australia,Mornington Peninsula,Frankston (C),Local Road,No,No,0_to_16,Day
20202040,Vic,202008,Saturday,13:40:00,Single,No,No,No,Pedestrian,Female,83,0,43,Outer Regional Australia,Latrobe - Gippsland,East Gippsland (S),Local Road,No,No,75_or_older,Day
20207015,NT,202008,Tuesday,4:00:00,Single,No,No,No,Car driver,Male,34,121,12,Very Remote Australia,Northern Territory - Outback,Victoria Daly (R),National or State Highway,No,No,26_to_39,Night
20203167,Qld,202008,Monday,22:00:00,Single,No,No,No,Pedestrian,Male,48,20,11,Inner Regional Australia,Wide Bay,Gympie (R),National or State Highway,No,No,40_to_64,Night
20205100,WA,202008,Tuesday,17:00:00,Multiple,No,No,No,Car passenger,Female,58,0,29,,,,,No,No,40_to_64,Day
20205010,WA,202008,Wednesday,14:35:00,Single,No,No,No,Car driver,Female,81,167,45,,,,,No,No,75_or_older,Day
20201036,NSW,202008,Monday,9:20:00,Single,No,No,No,Pedestrian,Male,31,20,11,Major Cities of Australia,Sydney - Ryde,Hornsby,National or State Highway,No,No,26_to_39,Day
20202069,Vic,202008,Thursday,2:31:00,Single,No,No,No,Pedestrian,Male,20,0,3,Major Cities of Australia,Melbourne - Outer East,Whitehorse (C),Arterial Road,No,No,17_to_25,Night
20201221,NSW,202008,Thursday,18:05:00,Single,No,No,No,Pedestrian,Female,77,0,44,Major Cities of Australia,Sydney - South West,Fairfield,Collector Road,No,No,75_or_older,Night
20204077,SA,202007,Friday,18:06:00,Single,No,No,No,Car driver,Female,31,66,14,Major Cities of Australia,Adelaide - North,Salisbury (C),Sub-Arterial Road,No,No,26_to_39,Night
20207010,NT,202007,Friday,23:20:00,Single,No,No,No,Car passenger,Female,38,20,13,Remote Australia,Northern Territory - Outback,Katherine (T),National or State Highway,No,No,26_to_39,Night
20205103,WA,202007,Friday,23:41:00,Single,No,No,No,Car driver,Male,22,87,6,,,,,No,No,17_to_25,Night
20202004,Vic,202007,Saturday,1:25:00,Single,No,No,No,Car driver,Male,33,47,15,Outer Regional Australia,Latrobe - Gippsland,East Gippsland (S),Local Road,No,No,26_to_39,Night
20201226,NSW,202007,Saturday,23:10:00,Single,No,No,No,Car passenger,Male,17,0,3,Major Cities of Australia,Sydney - Northern Beaches,Northern Beaches,Local Road,No,No,17_to_25,Night
20203161,Qld,202007,Sunday,20:00:00,Single,No,No,No,Car passenger,Male,16,0,3,Very Remote Australia,Queensland - Outback,Lockhart River (S),Collector Road,No,No,0_to_16,Night
20203247,Qld,202007,Saturday,3:00:00,Single,No,No,No,Car driver,Male,40,108,11,Outer Regional Australia,Townsville,Townsville (C),National or State Highway,No,No,40_to_64,Night
20202033,Vic,202007,Saturday,0:13:00,Single,No,No,No,Motorcycle rider,Male,24,110,8,Inner Regional Australia,North West,Northern Grampians (S),Collector Road,No,No,17_to_25,Night
20204080,SA,202007,Sunday,18:50:00,Single,No,No,No,Car driver,Male,42,134,14,Outer Regional Australia,South Australia - South East,Mid Murray (DC),National or State Highway,No,No,40_to_64,Night
20203147,Qld,202007,Sunday,19:00:00,Single,No,No,No,Motorcycle rider,Male,63,94,27,Outer Regional Australia,Darling Downs - Maranoa,Southern Downs (R),Local Road,No,No,40_to_64,Night
20205122,WA,202007,Friday,20:30:00,Multiple,No,No,No,Pedestrian,Female,27,0,7,,,,,No,No,26_to_39,Night
20201251,NSW,202007,Saturday,19:30:00,Single,No,No,No,Car driver,Male,30,126,5,Major Cities of Australia,Sydney - Sutherland,Sutherland,National or State Highway,No,No,26_to_39,Night
20202047,Vic,202007,Tuesday,18:04:00,Multiple,No,No,No,Pedestrian,Male,31,0,12,Inner Regional Australia,Bendigo,Greater Bendigo (C),Local Road,No,No,26_to_39,Night
20205025,WA,202007,Thursday,5:09:00,Multiple,No,No,No,Car driver,Female,26,80,7,,,,,No,No,26_to_39,Night
20201007,NSW,202007,Friday,18:05:00,Multiple,No,Yes,No,Car driver,Male,35,81,14,Outer Regional Australia,Far West and Orana,Dubbo Regional,National or State Highway,No,No,26_to_39,Night
20203214,Qld,202007,Wednesday,4:00:00,Single,No,No,No,Car driver,Male,32,114,12,Inner Regional Australia,Ipswich,Lockyer Valley (R),National or State Highway,No,No,26_to_39,Night
20207008,NT,202007,Friday,20:00:00,Single,No,No,No,Car driver,Female,48,120,15,Very Remote Australia,Northern Territory - Outback,Victoria Daly (R),Sub-Arterial Road,No,No,40_to_64,Night
20203029,Qld,202007,Thursday,19:00:00,Multiple,No,No,No,Car driver,Female,58,90,30,Inner Regional Australia,Wide Bay,Fraser Coast (R),National or State Highway,No,No,40_to_64,Night
20205063,WA,202007,Wednesday,19:37:00,Multiple,No,No,No,Pedestrian,Male,52,0,27,,,,,No,No,40_to_64,Night
20202142,Vic,202007,Thursday,5:35:00,Multiple,No,Yes,No,Motorcycle rider,Male,33,73,15,Major Cities of Australia,Melbourne - South East,Monash (C),Arterial Road,No,No,26_to_39,Night
20206014,Tas,202007,Monday,19:40:00,Multiple,No,No,No,Car driver,Female,28,70,6,Outer Regional Australia,Launceston and North East,Meander Valley (M),National or State Highway,No,No,26_to_39,Night
20205057,WA,202007,Monday,20:09:00,Single,No,No,No,Car passenger,Male,63,0,29,,,,,No,No,40_to_64,Night
20201220,NSW,202007,Sunday,9:55:00,Multiple,No,No,No,Motorcycle pillion Car passenger,Female,41,0,14,Major Cities of Australia,Sydney - South West,Liverpool,Collector Road,No,No,40_to_64,Day
20203160,Qld,202007,Saturday,10:00:00,Single,No,No,No,Motorcycle rider,Male,62,140,27,Very Remote Australia,Queensland - Outback,Mareeba (S),Local Road,No,No,40_to_64,Day
20201046,NSW,202007,Sunday,12:00:00,Single,No,No,No,Motorcycle rider,Male,59,77,28,Outer Regional Australia,New England and North West,Tenterfield,National or State Highway,No,No,40_to_64,Day
20201103,NSW,202007,Saturday,15:35:00,Single,No,No,No,Car driver,Male,72,71,45,Outer Regional Australia,Central West,Cabonne,Arterial Road,No,No,65_to_74,Day
20206001,Tas,202007,Saturday,14:10:00,Multiple,No,No,No,Motorcycle rider,Male,60,62,26,Remote Australia,West and North West,Circular Head (M),Undetermined,No,No,40_to_64,Day
20205127,WA,202007,Saturday,13:48:00,Single,No,No,No,Motorcycle rider,Male,66,79,28,,,,,No,No,65_to_74,Day
20202104,Vic,202007,Friday,19:15:00,Single,No,No,No,Car driver,Male,81,149,44,Major Cities of Australia,Geelong,Greater Geelong (C),Local Road,No,No,75_or_older,Night
20204038,SA,202007,Sunday,10:17:00,Single,No,No,No,Car driver,Male,88,106,41,Inner Regional Australia,Adelaide - Central and Hills,Mount Barker (DC),Arterial Road,No,No,75_or_older,Day
20201117,NSW,202007,Saturday,15:20:00,Single,No,No,No,Car passenger,Male,14,20,2,Outer Regional Australia,Far West and Orana,Warrumbungle,National or State Highway,No,No,0_to_16,Day
20204025,SA,202007,Sunday,16:38:00,Single,No,No,No,Car driver,Male,21,96,7,Major Cities of Australia,Adelaide - North,Salisbury (C),National or State Highway,No,No,17_to_25,Day
20201117,NSW,202007,Saturday,15:20:00,Single,No,No,No,Car passenger,Male,25,20,5,Outer Regional Australia,Far West and Orana,Warrumbungle,National or State Highway,No,No,17_to_25,Day
20205107,WA,202007,Sunday,8:00:00,Single,No,No,No,Car passenger,Female,25,0,4,,,,,No,No,17_to_25,Day
20203229,Qld,202007,Saturday,12:00:00,Multiple,No,No,No,Car passenger,Male,20,0,3,Major Cities of Australia,Gold Coast,Gold Coast (C),Sub-Arterial Road,No,No,17_to_25,Day
20203229,Qld,202007,Saturday,12:00:00,Multiple,No,No,No,Car driver,Female,22,87,5,Major Cities of Australia,Gold Coast,Gold Coast (C),Sub-Arterial Road,No,No,17_to_25,Day
20203229,Qld,202007,Saturday,12:00:00,Multiple,No,No,No,Car passenger,Female,20,0,4,Major Cities of Australia,Gold Coast,Gold Coast (C),Sub-Arterial Road,No,No,17_to_25,Day
20203229,Qld,202007,Saturday,12:00:00,Multiple,No,No,No,Car passenger,Female,21,0,6,Major Cities of Australia,Gold Coast,Gold Coast (C),Sub-Arterial Road,No,No,17_to_25,Day
20203202,Qld,202007,Saturday,15:00:00,Single,No,No,No,Motorcycle pillion Car passenger,Male,21,0,6,Outer Regional Australia,Queensland - Outback,Mareeba (S),Local Road,No,No,17_to_25,Day
20203124,Qld,202007,Sunday,6:00:00,Single,No,No,No,Car driver,Male,29,54,8,Remote Australia,Wide Bay,Fraser Coast (R),Access Road,No,No,26_to_39,Day
20204023,SA,202007,Saturday,17:30:00,Single,No,No,No,Car driver,Male,87,109,45,Outer Regional Australia,Barossa - Yorke - Mid North,Yorke Peninsula (DC),Collector Road,No,No,75_or_older,Day
20205044,WA,202007,Saturday,15:30:00,Single,No,No,No,Car driver,Male,76,96,43,,,,,No,No,75_or_older,Day
20202162,Vic,202007,Monday,13:43:00,Single,No,Yes,No,Car passenger,Male,35,0,12,Inner Regional Australia,Warrnambool and South West,Colac-Otway (S),Sub-Arterial Road,No,No,26_to_39,Day
20203176,Qld,202007,Monday,14:00:00,Single,No,No,Yes,Car driver,Male,38,115,11,Remote Australia,Central Queensland,Banana (S),National or State Highway,No,No,26_to_39,Day
20204076,SA,202007,Tuesday,9:20:00,Single,No,No,No,Car driver,Male,60,128,28,Remote Australia,South Australia - Outback,Cleve (DC),Arterial Road,No,No,40_to_64,Day
20202193,Vic,202007,Thursday,10:40:00,Multiple,No,No,No,Car driver,Male,49,152,13,Outer Regional Australia,Warrnambool and South West,Corangamite (S),National or State Highway,No,No,40_to_64,Day
20203219,Qld,202007,Thursday,12:00:00,Multiple,No,No,No,Car driver,Male,36,89,14,Major Cities of Australia,Ipswich,Ipswich (C),Local Road,No,No,26_to_39,Day
20203043,Qld,202007,Friday,8:00:00,Multiple,No,No,No,Car driver,Female,51,70,26,Inner Regional Australia,Wide Bay,South Burnett (R),National or State Highway,No,No,40_to_64,Day
20207025,NT,202007,Wednesday,10:25:00,Single,No,No,No,Car passenger,Female,21,20,5,Very Remote Australia,Northern Territory - Outback,Barkly (R),National or State Highway,No,No,17_to_25,Day
20203192,Qld,202007,Tuesday,17:00:00,Single,No,No,No,Car driver,Male,59,96,28,Inner Regional Australia,Gold Coast,Gold Coast (C),Local Road,No,No,40_to_64,Day
20202067,Vic,202007,Thursday,7:50:00,Multiple,No,No,No,Motorcycle rider,Male,52,37,27,Major Cities of Australia,Melbourne - South East,Monash (C),Arterial Road,No,No,40_to_64,Day
20201170,NSW,202007,Friday,16:00:00,Single,No,No,No,Motorcycle rider,Male,40,79,13,Inner Regional Australia,New England and North West,Tamworth Regional,Local Road,No,No,40_to_64,Day
20201138,NSW,202007,Tuesday,7:20:00,Multiple,No,No,No,Car driver,Male,28,88,5,Inner Regional Australia,Southern Highlands and Shoalhaven,Shoalhaven,Sub-Arterial Road,No,No,26_to_39,Day
20201152,NSW,202007,Wednesday,13:40:00,Single,No,No,No,Car driver,Female,24,82,5,Inner Regional Australia,Coffs Harbour - Grafton,Clarence Valley,Sub-Arterial Road,No,No,17_to_25,Day
20205110,WA,202007,Wednesday,6:30:00,Single,No,No,No,Car driver,Male,44,121,15,,,,,No,No,40_to_64,Day
20201059,NSW,202007,Monday,15:20:00,Single,No,Yes,No,Car driver,Male,54,87,30,Outer Regional Australia,Murray,Federation,Sub-Arterial Road,No,No,40_to_64,Day
20201180,NSW,202007,Sunday,2:20:00,Single,No,No,No,Car driver,Male,33,100,13,Inner Regional Australia,Hunter Valley exc Newcastle,Cessnock,Arterial Road,No,No,26_to_39,Night
20202111,Vic,202007,Friday,12:24:00,Single,No,No,No,Motorcycle rider,Male,60,40,27,Inner Regional Australia,Hume,Mitchell (S),Sub-Arterial Road,No,No,40_to_64,Day
20206013,Tas,202007,Tuesday,15:30:00,Multiple,No,Yes,No,Car driver,Female,41,124,13,Inner Regional Australia,Hobart,Brighton (M),Arterial Road,No,No,40_to_64,Day
20202049,Vic,202007,Friday,21:46:00,Single,No,No,No,Car passenger,Male,36,0,13,Inner Regional Australia,Bendigo,Mount Alexander (S),Arterial Road,No,No,26_to_39,Night
20202049,Vic,202007,Friday,21:46:00,Single,No,No,No,Car driver,Male,27,116,5,Inner Regional Australia,Bendigo,Mount Alexander (S),Arterial Road,No,No,26_to_39,Night
20203109,Qld,202007,Tuesday,6:00:00,Multiple,No,No,No,Pedal cyclist,Male,42,30,13,Major Cities of Australia,Brisbane - South,Brisbane (C),Local Road,No,No,40_to_64,Day
20201125,NSW,202007,Tuesday,11:40:00,Single,No,No,No,Car driver,Female,17,174,1,Inner Regional Australia,Richmond - Tweed,Ballina,Sub-Arterial Road,No,No,17_to_25,Day
20205067,WA,202007,Wednesday,12:15:00,Multiple,No,No,Yes,Car driver,Male,66,108,28,,,,,No,No,65_to_74,Day
20201201,NSW,202007,Friday,12:30:00,Single,No,No,No,Car driver,Female,73,79,43,Outer Regional Australia,New England and North West,Glen Innes Severn,National or State Highway,No,No,65_to_74,Day
20202110,Vic,202007,Thursday,17:13:00,Single,No,No,No,Car driver,Male,66,100,26,Inner Regional Australia,Hume,Murrindindi (S),Collector Road,No,No,65_to_74,Day
20203090,Qld,202007,Friday,13:00:00,Single,No,No,No,Car driver,Female,74,38,43,Major Cities of Australia,Logan - Beaudesert,Logan (C),Local Road,No,No,65_to_74,Day
20203098,Qld,202007,Tuesday,15:00:00,Multiple,No,Yes,No,Car driver,Female,69,92,29,Major Cities of Australia,Brisbane - East,Redland (C),Sub-Arterial Road,No,No,65_to_74,Day
20201211,NSW,202007,Wednesday,12:13:00,Single,No,No,Yes,Car driver,Male,72,102,44,Outer Regional Australia,Richmond - Tweed,Kyogle,Arterial Road,No,No,65_to_74,Day
20208006,ACT,202007,Monday,14:45:00,Multiple,No,No,No,Car passenger,Female,71,0,43,Major Cities of Australia,Australian Capital Territory,Unincorporated ACT,Local Road,No,No,65_to_74,Day
20203005,Qld,202007,Thursday,11:00:00,Single,No,No,No,Car driver,Male,83,136,44,Inner Regional Australia,Wide Bay,Bundaberg (R),National or State Highway,No,No,75_or_older,Day
20204018,SA,202007,Wednesday,18:26:00,Single,No,No,No,Car driver,Male,47,147,11,Inner Regional Australia,Barossa - Yorke - Mid North,Mallala (DC),National or State Highway,No,No,40_to_64,Night
20201162,NSW,202007,Thursday,21:20:00,Single,No,No,No,Car driver,Male,47,90,13,Major Cities of Australia,Newcastle and Lake Macquarie,Lake Macquarie,National or State Highway,No,No,40_to_64,Night
20201257,NSW,202007,Tuesday,21:15:00,Multiple,No,No,No,Car driver,Male,21,80,5,Inner Regional Australia,Sydney - Baulkham Hills and Hawkesbury,The Hills,Arterial Road,No,No,17_to_25,Night
20201196,NSW,202007,Monday,16:50:00,Multiple,No,Yes,No,Car driver,Male,90,117,42,Inner Regional Australia,Hunter Valley exc Newcastle,Mid-Coast,National or State Highway,No,No,75_or_older,Day
20205076,WA,202007,Wednesday,8:30:00,Multiple,No,Yes,No,Pedal cyclist,Male,8,30,4,,,,,No,No,0_to_16,Day
20204005,SA,202007,Wednesday,10:43:00,Multiple,No,Yes,No,Car passenger,Female,2,20,2,Inner Regional Australia,Barossa - Yorke - Mid North,Light (RegC),National or State Highway,No,No,0_to_16,Day
20204035,SA,202007,Wednesday,11:40:00,Single,No,No,No,Car passenger,Male,19,0,4,Outer Regional Australia,South Australia - Outback,Whyalla (C),Local Road,No,No,17_to_25,Day
20203099,Qld,202007,Friday,17:00:00,Multiple,No,No,Yes,Car driver,Male,18,132,5,Outer Regional Australia,Darling Downs - Maranoa,Goondiwindi (R),National or State Highway,No,No,17_to_25,Day
20205108,WA,202007,Monday,11:54:00,Multiple,No,No,No,Car driver,Female,21,109,5,,,,,No,No,17_to_25,Day
20201118,NSW,202007,Friday,0:30:00,Single,No,No,No,Car driver,Male,45,89,12,Remote Australia,Far West and Orana,Unincorporated,Access Road,No,No,40_to_64,Night
20204049,SA,202007,Wednesday,8:44:00,Multiple,No,Yes,No,Motorcycle rider,Male,18,60,2,Major Cities of Australia,Adelaide - North,Salisbury (C),Local Road,No,No,17_to_25,Day
20207009,NT,202007,Thursday,20:08:00,Single,No,No,No,Other vehicle driver,Male,68,50,29,Very Remote Australia,Northern Territory - Outback,MacDonnell (R),Sub-Arterial Road,No,No,65_to_74,Night
20203054,Qld,202007,Monday,7:00:00,Single,No,No,No,Car driver,Male,18,149,1,Remote Australia,Darling Downs - Maranoa,Balonne (S),Collector Road,No,No,17_to_25,Day
20202011,Vic,202007,Thursday,8:10:00,Single,No,No,No,Car driver,Male,30,88,8,Outer Regional Australia,Latrobe - Gippsland,East Gippsland (S),National or State Highway,No,No,26_to_39,Day
20202120,Vic,202007,Wednesday,22:50:00,Single,No,No,No,Car passenger,Male,17,20,1,Inner Regional Australia,Shepparton,Moira (S),National or State Highway,No,No,17_to_25,Night
20202120,Vic,202007,Wednesday,22:50:00,Single,No,No,No,Car driver,Male,18,85,4,Inner Regional Australia,Shepparton,Moira (S),National or State Highway,No,No,17_to_25,Night
20203119,Qld,202007,Wednesday,19:00:00,Single,No,No,No,Pedestrian,Female,33,0,15,Inner Regional Australia,Mackay - Isaac - Whitsunday,Mackay (R),Sub-Arterial Road,No,No,26_to_39,Night
20201177,NSW,202007,Thursday,20:15:00,Single,No,No,Yes,Pedestrian,Male,36,20,14,Major Cities of Australia,Sydney - Blacktown,Blacktown,National or State Highway,No,No,26_to_39,Night
20205049,WA,202007,Thursday,23:28:00,Single,No,No,No,Car driver,Male,30,109,7,,,,,No,No,26_to_39,Night
20201134,NSW,202007,Wednesday,15:05:00,Single,Yes,No,No,Pedestrian,Female,14,0,3,Inner Regional Australia,Southern Highlands and Shoalhaven,Shoalhaven,Local Road,No,No,0_to_16,Day
20203077,Qld,202007,Monday,19:00:00,Single,No,No,No,Pedestrian,Male,63,0,30,Inner Regional Australia,Wide Bay,Bundaberg (R),Sub-Arterial Road,No,No,40_to_64,Night
20201185,NSW,202007,Monday,16:50:00,Single,No,No,No,Pedestrian,Male,79,0,42,Major Cities of Australia,Sydney - City and Inner South,Sydney,Collector Road,No,No,75_or_older,Day
20203026,Qld,202007,Sunday,19:00:00,Multiple,Yes,No,No,Pedestrian,Male,38,0,14,Major Cities of Australia,Sunshine Coast,Sunshine Coast (R),Sub-Arterial Road,No,No,26_to_39,Night
20201156,NSW,202007,Friday,15:00:00,Multiple,No,Yes,Yes,Pedestrian,Female,8,0,3,Major Cities of Australia,Sydney - Outer South West,Wollondilly,Local Road,No,No,0_to_16,Day
20203132,Qld,202006,Monday,0:00:00,Single,No,No,No,Motorcycle pillion Car passenger,Female,29,0,8,Major Cities of Australia,Logan - Beaudesert,Logan (C),Sub-Arterial Road,No,No,26_to_39,Night
20203031,Qld,202006,Sunday,4:00:00,Single,No,No,No,Car passenger,Male,13,20,1,Outer Regional Australia,Townsville,Townsville (C),National or State Highway,No,No,0_to_16,Night
20203031,Qld,202006,Sunday,4:00:00,Single,No,No,No,Car passenger,Female,14,20,3,Outer Regional Australia,Townsville,Townsville (C),National or State Highway,No,No,0_to_16,Night
20203031,Qld,202006,Sunday,4:00:00,Single,No,No,No,Car passenger,Female,17,20,3,Outer Regional Australia,Townsville,Townsville (C),National or State Highway,No,No,17_to_25,Night
20203053,Qld,202006,Monday,1:00:00,Single,No,No,No,Car driver,Female,23,73,7,Major Cities of Australia,Moreton Bay - South,Moreton Bay (R),National or State Highway,No,No,17_to_25,Night
20205075,WA,202006,Friday,21:04:00,Single,No,No,No,Car driver,Male,25,51,5,,,,,No,No,17_to_25,Night
20207017,NT,202006,Saturday,1:00:00,Single,No,No,No,Car driver,Male,24,83,7,Very Remote Australia,Northern Territory - Outback,Central Desert (R),Sub-Arterial Road,No,No,17_to_25,Night
20205123,WA,202006,Sunday,0:32:00,Single,No,No,No,Car driver,Male,18,88,2,,,,,No,No,17_to_25,Night
20203037,Qld,202006,Friday,22:00:00,Single,No,No,No,Car passenger,Male,19,0,3,Major Cities of Australia,Brisbane - South,Brisbane (C),Collector Road,No,No,17_to_25,Night
20203008,Qld,202006,Friday,1:00:00,Multiple,No,No,Yes,Car driver,Male,21,102,5,Inner Regional Australia,Wide Bay,Fraser Coast (R),National or State Highway,No,No,17_to_25,Night
20205086,WA,202006,Monday,18:35:00,Single,No,No,No,Motorcycle rider,Male,35,35,11,,,,,No,No,26_to_39,Night
20203031,Qld,202006,Sunday,4:00:00,Single,No,No,No,Car passenger,Female,14,20,1,Outer Regional Australia,Townsville,Townsville (C),National or State Highway,No,No,0_to_16,Night
20201142,NSW,202006,Thursday,22:05:00,Single,No,No,No,Car passenger,Female,23,0,4,Major Cities of Australia,Sydney - Blacktown,Blacktown,Collector Road,No,No,17_to_25,Night
20205068,WA,202006,Tuesday,3:39:00,Single,No,No,No,Car driver,Male,18,99,5,,,,,No,No,17_to_25,Night
20205007,WA,202006,Wednesday,1:00:00,Multiple,No,No,No,Pedestrian,Female,29,0,7,,,,,No,No,26_to_39,Night
20201104,NSW,202006,Sunday,15:00:00,Single,No,No,No,Car driver,Male,34,71,14,Major Cities of Australia,Sydney - Outer West and Blue Mountains,Penrith,Local Road,No,No,26_to_39,Day
20201214,NSW,202006,Saturday,13:30:00,Single,No,No,No,Motorcycle rider,Male,56,124,27,Outer Regional Australia,Capital Region,Snowy Monaro Regional,Sub-Arterial Road,No,No,40_to_64,Day
20201005,NSW,202006,Saturday,14:30:00,Multiple,No,No,No,Pedal cyclist,Male,45,50,14,Major Cities of Australia,Sydney - Outer West and Blue Mountains,Blue Mountains,National or State Highway,No,No,40_to_64,Day
20203215,Qld,202006,Sunday,15:00:00,Multiple,No,No,No,Car driver,Male,54,93,28,Major Cities of Australia,Logan - Beaudesert,Logan (C),Collector Road,No,No,40_to_64,Day
20202180,Vic,202006,Saturday,12:50:00,Multiple,No,No,No,Car passenger,Female,55,0,29,Major Cities of Australia,Melbourne - South East,Cardinia (S),Arterial Road,No,No,40_to_64,Day
20203240,Qld,202006,Saturday,12:00:00,Single,No,No,No,Motorcycle rider,Male,57,97,30,Remote Australia,Mackay - Isaac - Whitsunday,Whitsunday (R),Undetermined,No,No,40_to_64,Day
20203159,Qld,202006,Sunday,13:00:00,Multiple,No,No,No,Motorcycle rider,Male,25,134,6,Major Cities of Australia,Logan - Beaudesert,Logan (C),Sub-Arterial Road,No,No,17_to_25,Day
20205096,WA,202006,Saturday,15:00:00,Single,No,No,No,Car driver,Male,19,100,4,,,,,No,No,17_to_25,Day
20202032,Vic,202006,Sunday,14:21:00,Single,No,No,No,Motorcycle rider,Male,60,115,27,Outer Regional Australia,Hume,Wangaratta (RC),Arterial Road,No,No,40_to_64,Day
